Term of Loan in Years,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
2/22/2010,5.35,4.79,4.61,4.61,4.32,4.32,5.03,5.03,5.57,5.57,5.57,5.57,4.42,4.42,4.42,4.42,4.42,4.42,4.42,4.42,4.42,4.42,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99
3/1/2010,5.27,4.75,4.61,4.61,4.41,4.41,5.1,5.1,5.61,5.61,5.61,5.61,4.51,4.51,4.51,4.51,4.51,4.51,4.51,4.51,4.51,4.51,5.11,5.11,5.11,5.11,5.11,5.11,5.11,5.11,5.11,5.11,5.11,5.11,5.11,5.11,5.11,5.11,5.11,5.11,5.11,5.11,5.11,5.11,5.11,5.11,5.11,5.11,5.11,5.11
3/8/2010,5.39,4.82,4.64,4.64,4.36,4.36,5.06,5.06,5.59,5.59,5.59,5.59,4.43,4.43,4.43,4.43,4.43,4.43,4.43,4.43,4.43,4.43,5.03,5.03,5.03,5.03,5.03,5.03,5.03,5.03,5.03,5.03,5.03,5.03,5.03,5.03,5.03,5.03,5.03,5.03,5.03,5.03,5.03,5.03,5.03,5.03,5.03,5.03,5.03,5.03
3/15/2010,5.34,4.79,4.61,4.61,4.3,4.3,5,5,5.54,5.54,5.54,5.54,4.42,4.42,4.42,4.42,4.42,4.42,4.42,4.42,4.42,4.42,5.01,5.01,5.01,5.01,5.01,5.01,5.01,5.01,5.01,5.01,5.01,5.01,5.01,5.01,5.01,5.01,5.01,5.01,5.01,5.01,5.01,5.01,5.01,5.01,5.01,5.01,5.01,5.01
3/22/2010,5.24,4.75,4.59,4.59,4.34,4.34,5,5,5.5,5.5,5.5,5.5,4.42,4.42,4.42,4.42,4.42,4.42,4.42,4.42,4.42,4.42,5.02,5.02,5.02,5.02,5.02,5.02,5.02,5.02,5.02,5.02,5.02,5.02,5.02,5.02,5.02,5.02,5.02,5.02,5.02,5.02,5.02,5.02,5.02,5.02,5.02,5.02,5.02,5.02
3/29/2010,5.32,4.88,4.7,4.7,4.39,4.39,5,5,5.5,5.5,5.5,5.5,4.43,4.43,4.43,4.43,4.43,4.43,4.43,4.43,4.43,4.43,5.04,5.04,5.04,5.04,5.04,5.04,5.04,5.04,5.04,5.04,5.04,5.04,5.04,5.04,5.04,5.04,5.04,5.04,5.04,5.04,5.04,5.04,5.04,5.04,5.04,5.04,5.04,5.04
4/5/2010,5.17,4.73,4.61,4.61,4.35,4.35,5.01,5.01,5.52,5.52,5.52,5.52,4.48,4.48,4.48,4.48,4.48,4.48,4.48,4.48,4.48,4.48,5.14,5.14,5.14,5.14,5.14,5.14,5.14,5.14,5.14,5.14,5.14,5.14,5.14,5.14,5.14,5.14,5.14,5.14,5.14,5.14,5.14,5.14,5.14,5.14,5.14,5.14,5.14,5.14
4/12/2010,5.08,4.76,4.73,4.73,4.5,4.5,5.14,5.14,5.65,5.65,5.65,5.65,4.61,4.61,4.61,4.61,4.61,4.61,4.61,4.61,4.61,4.61,5.26,5.26,5.26,5.26,5.26,5.26,5.26,5.26,5.26,5.26,5.26,5.26,5.26,5.26,5.26,5.26,5.26,5.26,5.26,5.26,5.26,5.26,5.26,5.26,5.26,5.26,5.26,5.26
4/19/2010,5.07,4.69,4.63,4.63,4.33,4.33,4.95,4.95,5.47,5.47,5.47,5.47,4.51,4.51,4.51,4.51,4.51,4.51,4.51,4.51,4.51,4.51,5.12,5.12,5.12,5.12,5.12,5.12,5.12,5.12,5.12,5.12,5.12,5.12,5.12,5.12,5.12,5.12,5.12,5.12,5.12,5.12,5.12,5.12,5.12,5.12,5.12,5.12,5.12,5.12
4/26/2010,5.16,4.74,4.64,4.64,4.28,4.28,4.9,4.9,5.43,5.43,5.43,5.43,4.48,4.48,4.48,4.48,4.48,4.48,4.48,4.48,4.48,4.48,5.13,5.13,5.13,5.13,5.13,5.13,5.13,5.13,5.13,5.13,5.13,5.13,5.13,5.13,5.13,5.13,5.13,5.13,5.13,5.13,5.13,5.13,5.13,5.13,5.13,5.13,5.13,5.13
5/3/2010,5.19,4.77,4.65,4.65,4.25,4.25,4.87,4.87,5.38,5.38,5.38,5.38,4.49,4.49,4.49,4.49,4.49,4.49,4.49,4.49,4.49,4.49,5.12,5.12,5.12,5.12,5.12,5.12,5.12,5.12,5.12,5.12,5.12,5.12,5.12,5.12,5.12,5.12,5.12,5.12,5.12,5.12,5.12,5.12,5.12,5.12,5.12,5.12,5.12,5.12
5/10/2010,5.19,4.67,4.58,4.58,4.26,4.26,4.87,4.87,5.37,5.37,5.37,5.37,4.46,4.46,4.46,4.46,4.46,4.46,4.46,4.46,4.46,4.46,5.06,5.06,5.06,5.06,5.06,5.06,5.06,5.06,5.06,5.06,5.06,5.06,5.06,5.06,5.06,5.06,5.06,5.06,5.06,5.06,5.06,5.06,5.06,5.06,5.06,5.06,5.06,5.06
5/17/2010,5.14,4.6,4.45,4.45,4.2,4.2,4.85,4.85,5.37,5.37,5.37,5.37,4.39,4.39,4.39,4.39,4.39,4.39,4.39,4.39,4.39,4.39,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99
5/24/2010,5.12,4.56,4.37,4.37,4.16,4.16,4.79,4.79,5.29,5.29,5.29,5.29,4.34,4.34,4.34,4.34,4.34,4.34,4.34,4.34,4.34,4.34,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9
5/31/2010,5.07,4.57,4.46,4.46,4.26,4.26,4.81,4.81,5.29,5.29,5.29,5.29,4.31,4.31,4.31,4.31,4.31,4.31,4.31,4.31,4.31,4.31,4.84,4.84,4.84,4.84,4.84,4.84,4.84,4.84,4.84,4.84,4.84,4.84,4.84,4.84,4.84,4.84,4.84,4.84,4.84,4.84,4.84,4.84,4.84,4.84,4.84,4.84,4.84,4.84
6/7/2010,5.26,4.63,4.45,4.45,4.23,4.23,4.81,4.81,5.29,5.29,5.29,5.29,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.86,4.86,4.86,4.86,4.86,4.86,4.86,4.86,4.86,4.86,4.86,4.86,4.86,4.86,4.86,4.86,4.86,4.86,4.86,4.86,4.86,4.86,4.86,4.86,4.86,4.86,4.86,4.86
6/14/2010,5.03,4.5,4.42,4.42,4.21,4.21,4.79,4.79,5.28,5.28,5.28,5.28,4.27,4.27,4.27,4.27,4.27,4.27,4.27,4.27,4.27,4.27,4.78,4.78,4.78,4.78,4.78,4.78,4.78,4.78,4.78,4.78,4.78,4.78,4.78,4.78,4.78,4.78,4.78,4.78,4.78,4.78,4.78,4.78,4.78,4.78,4.78,4.78,4.78,4.78
6/21/2010,4.94,4.45,4.37,4.37,4.18,4.18,4.76,4.76,5.25,5.25,5.25,5.25,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.81,4.81,4.81,4.81,4.81,4.81,4.81,4.81,4.81,4.81,4.81,4.81,4.81,4.81,4.81,4.81,4.81,4.81,4.81,4.81,4.81,4.81,4.81,4.81,4.81,4.81,4.81,4.81
6/28/2010,5.08,4.46,4.3,4.3,4.13,4.13,4.71,4.71,5.19,5.19,5.19,5.19,4.22,4.22,4.22,4.22,4.22,4.22,4.22,4.22,4.22,4.22,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75
7/5/2010,5.11,4.42,4.22,4.22,4.08,4.08,4.65,4.65,5.14,5.14,5.14,5.14,4.14,4.14,4.14,4.14,4.14,4.14,4.14,4.14,4.14,4.14,4.64,4.64,4.64,4.64,4.64,4.64,4.64,4.64,4.64,4.64,4.64,4.64,4.64,4.64,4.64,4.64,4.64,4.64,4.64,4.64,4.64,4.64,4.64,4.64,4.64,4.64,4.64,4.64
7/12/2010,5.06,4.39,4.18,4.18,4.04,4.04,4.61,4.61,5.1,5.1,5.1,5.1,4.17,4.17,4.17,4.17,4.17,4.17,4.17,4.17,4.17,4.17,4.63,4.63,4.63,4.63,4.63,4.63,4.63,4.63,4.63,4.63,4.63,4.63,4.63,4.63,4.63,4.63,4.63,4.63,4.63,4.63,4.63,4.63,4.63,4.63,4.63,4.63,4.63,4.63
7/19/2010,5.05,4.43,4.25,4.25,4.14,4.14,4.72,4.72,5.24,5.24,5.24,5.24,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.16,4.63,4.63,4.63,4.63,4.63,4.63,4.63,4.63,4.63,4.63,4.63,4.63,4.63,4.63,4.63,4.63,4.63,4.63,4.63,4.63,4.63,4.63,4.63,4.63,4.63,4.63,4.63,4.63
7/26/2010,5.01,4.39,4.16,4.16,4.04,4.04,4.64,4.64,5.18,5.18,5.18,5.18,4.13,4.13,4.13,4.13,4.13,4.13,4.13,4.13,4.13,4.13,4.62,4.62,4.62,4.62,4.62,4.62,4.62,4.62,4.62,4.62,4.62,4.62,4.62,4.62,4.62,4.62,4.62,4.62,4.62,4.62,4.62,4.62,4.62,4.62,4.62,4.62,4.62,4.62
8/2/2010,4.95,4.32,4.11,4.11,4.05,4.05,4.65,4.65,5.18,5.18,5.18,5.18,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6
8/9/2010,4.86,4.19,3.96,3.96,3.88,3.88,4.53,4.53,5.13,5.13,5.13,5.13,4.04,4.04,4.04,4.04,4.04,4.04,4.04,4.04,4.04,4.04,4.55,4.55,4.55,4.55,4.55,4.55,4.55,4.55,4.55,4.55,4.55,4.55,4.55,4.55,4.55,4.55,4.55,4.55,4.55,4.55,4.55,4.55,4.55,4.55,4.55,4.55,4.55,4.55
8/16/2010,4.84,4.19,3.94,3.94,3.85,3.85,4.43,4.43,5.02,5.02,5.02,5.02,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5
8/23/2010,4.84,4.18,3.95,3.95,3.8,3.8,4.35,4.35,4.88,4.88,4.88,4.88,3.99,3.99,3.99,3.99,3.99,3.99,3.99,3.99,3.99,3.99,4.48,4.48,4.48,4.48,4.48,4.48,4.48,4.48,4.48,4.48,4.48,4.48,4.48,4.48,4.48,4.48,4.48,4.48,4.48,4.48,4.48,4.48,4.48,4.48,4.48,4.48,4.48,4.48
8/30/2010,4.83,4.18,3.93,3.93,3.8,3.8,4.34,4.34,4.84,4.84,4.84,4.84,3.95,3.95,3.95,3.95,3.95,3.95,3.95,3.95,3.95,3.95,4.42,4.42,4.42,4.42,4.42,4.42,4.42,4.42,4.42,4.42,4.42,4.42,4.42,4.42,4.42,4.42,4.42,4.42,4.42,4.42,4.42,4.42,4.42,4.42,4.42,4.42,4.42,4.42
9/6/2010,4.81,4.15,3.92,3.92,3.78,3.78,4.31,4.31,4.82,4.82,4.82,4.82,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,4.38,4.38,4.38,4.38,4.38,4.38,4.38,4.38,4.38,4.38,4.38,4.38,4.38,4.38,4.38,4.38,4.38,4.38,4.38,4.38,4.38,4.38,4.38,4.38,4.38,4.38,4.38,4.38
9/13/2010,4.77,4.13,3.93,3.93,3.8,3.8,4.37,4.37,4.89,4.89,4.89,4.89,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,4.41,4.41,4.41,4.41,4.41,4.41,4.41,4.41,4.41,4.41,4.41,4.41,4.41,4.41,4.41,4.41,4.41,4.41,4.41,4.41,4.41,4.41,4.41,4.41,4.41,4.41,4.41,4.41
9/20/2010,4.71,4.07,3.87,3.87,3.79,3.79,4.38,4.38,4.93,4.93,4.93,4.93,3.91,3.91,3.91,3.91,3.91,3.91,3.91,3.91,3.91,3.91,4.43,4.43,4.43,4.43,4.43,4.43,4.43,4.43,4.43,4.43,4.43,4.43,4.43,4.43,4.43,4.43,4.43,4.43,4.43,4.43,4.43,4.43,4.43,4.43,4.43,4.43,4.43,4.43
9/27/2010,4.77,4.07,3.86,3.86,3.78,3.78,4.37,4.37,4.93,4.93,4.93,4.93,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,4.43,4.43,4.43,4.43,4.43,4.43,4.43,4.43,4.43,4.43,4.43,4.43,4.43,4.43,4.43,4.43,4.43,4.43,4.43,4.43,4.43,4.43,4.43,4.43,4.43,4.43,4.43,4.43
10/4/2010,4.79,4.08,3.86,3.86,3.76,3.76,4.31,4.31,4.88,4.88,4.88,4.88,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,4.39,4.39,4.39,4.39,4.39,4.39,4.39,4.39,4.39,4.39,4.39,4.39,4.39,4.39,4.39,4.39,4.39,4.39,4.39,4.39,4.39,4.39,4.39,4.39,4.39,4.39,4.39,4.39
10/11/2010,4.71,4.01,3.77,3.77,3.71,3.71,4.27,4.27,4.87,4.87,4.87,4.87,3.82,3.82,3.82,3.82,3.82,3.82,3.82,3.82,3.82,3.82,4.34,4.34,4.34,4.34,4.34,4.34,4.34,4.34,4.34,4.34,4.34,4.34,4.34,4.34,4.34,4.34,4.34,4.34,4.34,4.34,4.34,4.34,4.34,4.34,4.34,4.34,4.34,4.34
10/18/2010,4.93,4.14,3.82,3.82,3.71,3.71,4.28,4.28,4.91,4.91,4.91,4.91,3.72,3.72,3.72,3.72,3.72,3.72,3.72,3.72,3.72,3.72,4.26,4.26,4.26,4.26,4.26,4.26,4.26,4.26,4.26,4.26,4.26,4.26,4.26,4.26,4.26,4.26,4.26,4.26,4.26,4.26,4.26,4.26,4.26,4.26,4.26,4.26,4.26,4.26
10/25/2010,4.61,3.94,3.71,3.71,3.69,3.69,4.31,4.31,4.97,4.97,4.97,4.97,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,4.28,4.28,4.28,4.28,4.28,4.28,4.28,4.28,4.28,4.28,4.28,4.28,4.28,4.28,4.28,4.28,4.28,4.28,4.28,4.28,4.28,4.28,4.28,4.28,4.28,4.28,4.28,4.28
11/1/2010,4.61,3.91,3.66,3.66,3.65,3.65,4.3,4.3,4.94,4.94,4.94,4.94,3.76,3.76,3.76,3.76,3.76,3.76,3.76,3.76,3.76,3.76,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3
11/8/2010,4.57,3.86,3.61,3.61,3.63,3.63,4.3,4.3,5.03,5.03,5.03,5.03,3.73,3.73,3.73,3.73,3.73,3.73,3.73,3.73,3.73,3.73,4.31,4.31,4.31,4.31,4.31,4.31,4.31,4.31,4.31,4.31,4.31,4.31,4.31,4.31,4.31,4.31,4.31,4.31,4.31,4.31,4.31,4.31,4.31,4.31,4.31,4.31,4.31,4.31
11/15/2010,4.57,3.9,3.63,3.63,3.54,3.54,4.09,4.09,4.85,4.85,4.85,4.85,3.69,3.69,3.69,3.69,3.69,3.69,3.69,3.69,3.69,3.69,4.24,4.24,4.24,4.24,4.24,4.24,4.24,4.24,4.24,4.24,4.24,4.24,4.24,4.24,4.24,4.24,4.24,4.24,4.24,4.24,4.24,4.24,4.24,4.24,4.24,4.24,4.24,4.24
11/22/2010,4.38,3.82,3.7,3.7,3.69,3.69,4.26,4.26,4.94,4.94,4.94,4.94,3.86,3.86,3.86,3.86,3.86,3.86,3.86,3.86,3.86,3.86,4.47,4.47,4.47,4.47,4.47,4.47,4.47,4.47,4.47,4.47,4.47,4.47,4.47,4.47,4.47,4.47,4.47,4.47,4.47,4.47,4.47,4.47,4.47,4.47,4.47,4.47,4.47,4.47
11/29/2010,4.35,3.8,3.61,3.61,3.69,3.69,4.3,4.3,4.94,4.94,4.94,4.94,3.87,3.87,3.87,3.87,3.87,3.87,3.87,3.87,3.87,3.87,4.47,4.47,4.47,4.47,4.47,4.47,4.47,4.47,4.47,4.47,4.47,4.47,4.47,4.47,4.47,4.47,4.47,4.47,4.47,4.47,4.47,4.47,4.47,4.47,4.47,4.47,4.47,4.47
12/6/2010,4.37,3.81,3.64,3.64,3.73,3.73,4.36,4.36,4.95,4.95,4.95,4.95,3.91,3.91,3.91,3.91,3.91,3.91,3.91,3.91,3.91,3.91,4.53,4.53,4.53,4.53,4.53,4.53,4.53,4.53,4.53,4.53,4.53,4.53,4.53,4.53,4.53,4.53,4.53,4.53,4.53,4.53,4.53,4.53,4.53,4.53,4.53,4.53,4.53,4.53
12/13/2010,4.39,3.84,3.7,3.7,3.84,3.84,4.53,4.53,5.14,5.14,5.14,5.14,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.67,4.67,4.67,4.67,4.67,4.67,4.67,4.67,4.67,4.67,4.67,4.67,4.67,4.67,4.67,4.67,4.67,4.67,4.67,4.67,4.67,4.67,4.67,4.67,4.67,4.67,4.67,4.67
12/20/2010,4.66,4.05,3.91,3.91,4.06,4.06,4.74,4.74,5.33,5.33,5.33,5.33,4.27,4.27,4.27,4.27,4.27,4.27,4.27,4.27,4.27,4.27,4.89,4.89,4.89,4.89,4.89,4.89,4.89,4.89,4.89,4.89,4.89,4.89,4.89,4.89,4.89,4.89,4.89,4.89,4.89,4.89,4.89,4.89,4.89,4.89,4.89,4.89,4.89,4.89
12/27/2010,4.71,4.07,3.93,3.93,4,4,4.65,4.65,5.24,5.24,5.24,5.24,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.87,4.87,4.87,4.87,4.87,4.87,4.87,4.87,4.87,4.87,4.87,4.87,4.87,4.87,4.87,4.87,4.87,4.87,4.87,4.87,4.87,4.87,4.87,4.87,4.87,4.87,4.87,4.87
1/3/2011,4.38,3.92,3.89,3.89,4.06,4.06,4.68,4.68,5.22,5.22,5.22,5.22,4.32,4.32,4.32,4.32,4.32,4.32,4.32,4.32,4.32,4.32,4.93,4.93,4.93,4.93,4.93,4.93,4.93,4.93,4.93,4.93,4.93,4.93,4.93,4.93,4.93,4.93,4.93,4.93,4.93,4.93,4.93,4.93,4.93,4.93,4.93,4.93,4.93,4.93
1/10/2011,4.36,3.88,3.87,3.87,4.04,4.04,4.67,4.67,5.25,5.25,5.25,5.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.84,4.84,4.84,4.84,4.84,4.84,4.84,4.84,4.84,4.84,4.84,4.84,4.84,4.84,4.84,4.84,4.84,4.84,4.84,4.84,4.84,4.84,4.84,4.84,4.84,4.84,4.84,4.84
1/17/2011,4.35,3.84,3.84,3.84,4.01,4.01,4.65,4.65,5.26,5.26,5.26,5.26,4.18,4.18,4.18,4.18,4.18,4.18,4.18,4.18,4.18,4.18,4.78,4.78,4.78,4.78,4.78,4.78,4.78,4.78,4.78,4.78,4.78,4.78,4.78,4.78,4.78,4.78,4.78,4.78,4.78,4.78,4.78,4.78,4.78,4.78,4.78,4.78,4.78,4.78
1/24/2011,4.37,3.86,3.82,3.82,3.98,3.98,4.64,4.64,5.26,5.26,5.26,5.26,4.17,4.17,4.17,4.17,4.17,4.17,4.17,4.17,4.17,4.17,4.81,4.81,4.81,4.81,4.81,4.81,4.81,4.81,4.81,4.81,4.81,4.81,4.81,4.81,4.81,4.81,4.81,4.81,4.81,4.81,4.81,4.81,4.81,4.81,4.81,4.81,4.81,4.81
1/31/2011,4.38,3.89,3.84,3.84,3.99,3.99,4.63,4.63,5.25,5.25,5.25,5.25,4.19,4.19,4.19,4.19,4.19,4.19,4.19,4.19,4.19,4.19,4.86,4.86,4.86,4.86,4.86,4.86,4.86,4.86,4.86,4.86,4.86,4.86,4.86,4.86,4.86,4.86,4.86,4.86,4.86,4.86,4.86,4.86,4.86,4.86,4.86,4.86,4.86,4.86
2/7/2011,4.38,3.87,3.85,3.85,3.98,3.98,4.66,4.66,5.29,5.29,5.29,5.29,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.91,4.91,4.91,4.91,4.91,4.91,4.91,4.91,4.91,4.91,4.91,4.91,4.91,4.91,4.91,4.91,4.91,4.91,4.91,4.91,4.91,4.91,4.91,4.91,4.91,4.91,4.91,4.91
2/14/2011,4.47,4.09,4.05,4.05,4.17,4.17,4.83,4.83,5.4,5.4,5.4,5.4,4.39,4.39,4.39,4.39,4.39,4.39,4.39,4.39,4.39,4.39,5.11,5.11,5.11,5.11,5.11,5.11,5.11,5.11,5.11,5.11,5.11,5.11,5.11,5.11,5.11,5.11,5.11,5.11,5.11,5.11,5.11,5.11,5.11,5.11,5.11,5.11,5.11,5.11
2/21/2011,4.51,4.15,4.1,4.1,4.12,4.12,4.73,4.73,5.26,5.26,5.26,5.26,4.37,4.37,4.37,4.37,4.37,4.37,4.37,4.37,4.37,4.37,5.06,5.06,5.06,5.06,5.06,5.06,5.06,5.06,5.06,5.06,5.06,5.06,5.06,5.06,5.06,5.06,5.06,5.06,5.06,5.06,5.06,5.06,5.06,5.06,5.06,5.06,5.06,5.06
2/28/2011,4.52,4.07,4.01,4.01,4.05,4.05,4.66,4.66,5.22,5.22,5.22,5.22,4.32,4.32,4.32,4.32,4.32,4.32,4.32,4.32,4.32,4.32,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3/7/2011,4.35,3.9,3.86,3.86,3.97,3.97,4.6,4.6,5.15,5.15,5.15,5.15,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.93,4.93,4.93,4.93,4.93,4.93,4.93,4.93,4.93,4.93,4.93,4.93,4.93,4.93,4.93,4.93,4.93,4.93,4.93,4.93,4.93,4.93,4.93,4.93,4.93,4.93,4.93,4.93
3/14/2011,4.14,3.8,3.88,3.88,3.98,3.98,4.62,4.62,5.19,5.19,5.19,5.19,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.94,4.94,4.94,4.94,4.94,4.94,4.94,4.94,4.94,4.94,4.94,4.94,4.94,4.94,4.94,4.94,4.94,4.94,4.94,4.94,4.94,4.94,4.94,4.94,4.94,4.94,4.94,4.94
3/21/2011,4.29,3.82,3.72,3.72,3.81,3.81,4.44,4.44,5.04,5.04,5.04,5.04,4.07,4.07,4.07,4.07,4.07,4.07,4.07,4.07,4.07,4.07,4.82,4.82,4.82,4.82,4.82,4.82,4.82,4.82,4.82,4.82,4.82,4.82,4.82,4.82,4.82,4.82,4.82,4.82,4.82,4.82,4.82,4.82,4.82,4.82,4.82,4.82,4.82,4.82
3/28/2011,4.33,3.88,3.79,3.79,3.87,3.87,4.47,4.47,5.04,5.04,5.04,5.04,4.14,4.14,4.14,4.14,4.14,4.14,4.14,4.14,4.14,4.14,4.87,4.87,4.87,4.87,4.87,4.87,4.87,4.87,4.87,4.87,4.87,4.87,4.87,4.87,4.87,4.87,4.87,4.87,4.87,4.87,4.87,4.87,4.87,4.87,4.87,4.87,4.87,4.87
4/4/2011,4.38,3.99,3.98,3.98,3.99,3.99,4.57,4.57,5.1,5.1,5.1,5.1,4.19,4.19,4.19,4.19,4.19,4.19,4.19,4.19,4.19,4.19,4.92,4.92,4.92,4.92,4.92,4.92,4.92,4.92,4.92,4.92,4.92,4.92,4.92,4.92,4.92,4.92,4.92,4.92,4.92,4.92,4.92,4.92,4.92,4.92,4.92,4.92,4.92,4.92
4/11/2011,4.53,4.07,3.98,3.98,3.97,3.97,4.55,4.55,5.08,5.08,5.08,5.08,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.93,4.93,4.93,4.93,4.93,4.93,4.93,4.93,4.93,4.93,4.93,4.93,4.93,4.93,4.93,4.93,4.93,4.93,4.93,4.93,4.93,4.93,4.93,4.93,4.93,4.93,4.93,4.93
4/18/2011,4.37,4.02,3.98,3.98,4.03,4.03,4.63,4.63,5.2,5.2,5.2,5.2,4.23,4.23,4.23,4.23,4.23,4.23,4.23,4.23,4.23,4.23,4.96,4.96,4.96,4.96,4.96,4.96,4.96,4.96,4.96,4.96,4.96,4.96,4.96,4.96,4.96,4.96,4.96,4.96,4.96,4.96,4.96,4.96,4.96,4.96,4.96,4.96,4.96,4.96
4/25/2011,4.28,3.85,3.76,3.76,3.85,3.85,4.46,4.46,5.04,5.04,5.04,5.04,4.12,4.12,4.12,4.12,4.12,4.12,4.12,4.12,4.12,4.12,4.86,4.86,4.86,4.86,4.86,4.86,4.86,4.86,4.86,4.86,4.86,4.86,4.86,4.86,4.86,4.86,4.86,4.86,4.86,4.86,4.86,4.86,4.86,4.86,4.86,4.86,4.86,4.86
5/2/2011,4.27,3.81,3.69,3.69,3.75,3.75,4.36,4.36,4.94,4.94,4.94,4.94,4.07,4.07,4.07,4.07,4.07,4.07,4.07,4.07,4.07,4.07,4.84,4.84,4.84,4.84,4.84,4.84,4.84,4.84,4.84,4.84,4.84,4.84,4.84,4.84,4.84,4.84,4.84,4.84,4.84,4.84,4.84,4.84,4.84,4.84,4.84,4.84,4.84,4.84
5/9/2011,4.07,3.68,3.64,3.64,3.71,3.71,4.33,4.33,4.92,4.92,4.92,4.92,3.99,3.99,3.99,3.99,3.99,3.99,3.99,3.99,3.99,3.99,4.77,4.77,4.77,4.77,4.77,4.77,4.77,4.77,4.77,4.77,4.77,4.77,4.77,4.77,4.77,4.77,4.77,4.77,4.77,4.77,4.77,4.77,4.77,4.77,4.77,4.77,4.77,4.77
5/16/2011,4.04,3.64,3.62,3.62,3.65,3.65,4.26,4.26,4.87,4.87,4.87,4.87,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,4.69,4.69,4.69,4.69,4.69,4.69,4.69,4.69,4.69,4.69,4.69,4.69,4.69,4.69,4.69,4.69,4.69,4.69,4.69,4.69,4.69,4.69,4.69,4.69,4.69,4.69,4.69,4.69
5/23/2011,4.27,3.78,3.65,3.65,3.72,3.72,4.33,4.33,4.93,4.93,4.93,4.93,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,4.67,4.67,4.67,4.67,4.67,4.67,4.67,4.67,4.67,4.67,4.67,4.67,4.67,4.67,4.67,4.67,4.67,4.67,4.67,4.67,4.67,4.67,4.67,4.67,4.67,4.67,4.67,4.67
5/30/2011,4.04,3.63,3.5,3.5,3.61,3.61,4.22,4.22,4.84,4.84,4.84,4.84,3.88,3.88,3.88,3.88,3.88,3.88,3.88,3.88,3.88,3.88,4.66,4.66,4.66,4.66,4.66,4.66,4.66,4.66,4.66,4.66,4.66,4.66,4.66,4.66,4.66,4.66,4.66,4.66,4.66,4.66,4.66,4.66,4.66,4.66,4.66,4.66,4.66,4.66
